Infinite-ISP Performance & Accuracy Analysis Report
====================================================

Dataset: Mediatek RAW -> Fujifilm Ground Truth
Number of images: 2417
Total Processing Time: 12440.4881 seconds
Average Time Per Image: 5.1471 seconds
Overall FPS: 0.19 Frames/Second
Average PSNR: 20.8483 dB
Average SSIM: 0.765946

Individual Results:
Filename             | Time(s) | FPS | PSNR(dB) | SSIM
18043.png            | 5.3739 | 0.19 | 22.73 | 0.7737
18050.png            | 5.5411 | 0.18 | 30.29 | 0.8961
18052.png            | 5.4453 | 0.18 | 26.00 | 0.7600
18054.png            | 5.4752 | 0.18 | 20.32 | 0.8417
18055.png            | 5.5211 | 0.18 | 24.50 | 0.7752
18056.png            | 5.4650 | 0.18 | 24.96 | 0.7048
18057.png            | 5.4889 | 0.18 | 18.38 | 0.7903
18074.png            | 5.4953 | 0.18 | 17.86 | 0.5732
18076.png            | 5.4613 | 0.18 | 23.39 | 0.7512
18077.png            | 5.4876 | 0.18 | 19.52 | 0.6784
18083.png            | 5.3028 | 0.19 | 18.64 | 0.6477
18093.png            | 5.4722 | 0.18 | 16.51 | 0.8743
18095.png            | 5.3536 | 0.19 | 16.28 | 0.8158
18104.png            | 5.3389 | 0.19 | 21.27 | 0.8895
18108.png            | 5.2872 | 0.19 | 16.70 | 0.8522
18110.png            | 5.4523 | 0.18 | 16.84 | 0.8386
18128.png            | 5.3998 | 0.19 | 23.49 | 0.8069
18137.png            | 5.3044 | 0.19 | 22.27 | 0.7376
18141.png            | 5.5643 | 0.18 | 28.91 | 0.7935
18146.png            | 5.5044 | 0.18 | 22.18 | 0.6353
18178.png            | 5.4472 | 0.18 | 29.30 | 0.8013
18213.png            | 5.5602 | 0.18 | 20.32 | 0.7332
18214.png            | 5.5135 | 0.18 | 21.38 | 0.7394
1823.png             | 5.5686 | 0.18 | 22.50 | 0.8850
18230.png            | 5.3775 | 0.19 | 16.55 | 0.7887
18231.png            | 5.5604 | 0.18 | 17.76 | 0.8776
18238.png            | 5.5773 | 0.18 | 23.02 | 0.6607
18249.png            | 5.4284 | 0.18 | 14.20 | 0.7008
1826.png             | 5.5815 | 0.18 | 18.34 | 0.7682
18270.png            | 5.4640 | 0.18 | 16.60 | 0.8888
18282.png            | 5.4038 | 0.19 | 28.10 | 0.9073
18284.png            | 5.4199 | 0.18 | 17.71 | 0.8410
18289.png            | 5.4741 | 0.18 | 21.24 | 0.9443
18291.png            | 5.5549 | 0.18 | 19.71 | 0.7893
18292.png            | 5.4641 | 0.18 | 19.43 | 0.8477
18296.png            | 5.5303 | 0.18 | 20.64 | 0.7183
183.png              | 5.6254 | 0.18 | 25.27 | 0.6634
18308.png            | 5.3907 | 0.19 | 17.34 | 0.6876
18309.png            | 5.3465 | 0.19 | 16.59 | 0.8217
18324.png            | 5.5125 | 0.18 | 17.53 | 0.6622
18352.png            | 5.3447 | 0.19 | 21.78 | 0.9252
18361.png            | 5.4030 | 0.19 | 18.14 | 0.8293
18375.png            | 5.4674 | 0.18 | 22.18 | 0.9683
1838.png             | 5.3549 | 0.19 | 20.39 | 0.8487
18383.png            | 5.6117 | 0.18 | 20.96 | 0.8632
18388.png            | 5.4725 | 0.18 | 21.26 | 0.8477
18393.png            | 5.5055 | 0.18 | 27.41 | 0.8360
184.png              | 5.4453 | 0.18 | 15.30 | 0.6028
18414.png            | 5.5494 | 0.18 | 22.42 | 0.6894
18415.png            | 5.4356 | 0.18 | 21.62 | 0.9597
18417.png            | 5.3769 | 0.19 | 22.46 | 0.8103
18422.png            | 5.3343 | 0.19 | 21.96 | 0.6589
18446.png            | 5.3955 | 0.19 | 18.62 | 0.7782
18459.png            | 5.5464 | 0.18 | 26.88 | 0.8492
18464.png            | 5.6035 | 0.18 | 18.37 | 0.7127
18480.png            | 5.4485 | 0.18 | 20.71 | 0.9296
18498.png            | 5.3642 | 0.19 | 20.35 | 0.8462
18522.png            | 5.4769 | 0.18 | 17.38 | 0.9613
18527.png            | 5.4562 | 0.18 | 16.73 | 0.9457
1853.png             | 5.4294 | 0.18 | 18.68 | 0.6970
18545.png            | 5.5732 | 0.18 | 22.78 | 0.7661
1855.png             | 5.3581 | 0.19 | 21.91 | 0.6684
18559.png            | 5.4023 | 0.19 | 17.40 | 0.9641
1856.png             | 5.5297 | 0.18 | 22.15 | 0.6469
18587.png            | 5.4436 | 0.18 | 17.61 | 0.7131
18591.png            | 5.4316 | 0.18 | 19.68 | 0.8148
18611.png            | 5.4478 | 0.18 | 20.06 | 0.7286
18614.png            | 5.3965 | 0.19 | 12.73 | 0.4850
18622.png            | 5.3546 | 0.19 | 21.74 | 0.8630
18628.png            | 5.3847 | 0.19 | 17.68 | 0.8336
18629.png            | 5.5289 | 0.18 | 18.66 | 0.9111
18645.png            | 5.4717 | 0.18 | 24.94 | 0.8343
18654.png            | 5.4530 | 0.18 | 19.57 | 0.9744
18696.png            | 5.4650 | 0.18 | 20.84 | 0.7676
18703.png            | 5.6456 | 0.18 | 19.50 | 0.8298
18713.png            | 5.3847 | 0.19 | 21.67 | 0.8394
18736.png            | 5.5325 | 0.18 | 15.90 | 0.8445
18743.png            | 5.3312 | 0.19 | 22.51 | 0.8128
18744.png            | 5.3352 | 0.19 | 18.18 | 0.7792
18765.png            | 5.5697 | 0.18 | 20.09 | 0.8470
18779.png            | 5.4778 | 0.18 | 15.15 | 0.6147
18783.png            | 5.4969 | 0.18 | 20.04 | 0.5938
18795.png            | 5.4876 | 0.18 | 24.56 | 0.9504
18797.png            | 5.3052 | 0.19 | 24.51 | 0.9141
18798.png            | 5.4451 | 0.18 | 17.74 | 0.8400
18800.png            | 5.5495 | 0.18 | 24.52 | 0.8956
18803.png            | 5.5069 | 0.18 | 22.61 | 0.9029
18806.png            | 5.3647 | 0.19 | 24.93 | 0.7694
18823.png            | 5.4449 | 0.18 | 19.56 | 0.6984
18856.png            | 5.4839 | 0.18 | 19.55 | 0.9218
18859.png            | 5.5400 | 0.18 | 18.06 | 0.4196
18871.png            | 5.3582 | 0.19 | 22.36 | 0.7734
18876.png            | 5.4121 | 0.18 | 22.79 | 0.6792
189.png              | 5.3959 | 0.19 | 21.72 | 0.5940
18904.png            | 5.3957 | 0.19 | 19.49 | 0.7915
18917.png            | 5.3654 | 0.19 | 27.11 | 0.8261
18941.png            | 5.3345 | 0.19 | 15.10 | 0.9626
18947.png            | 5.3929 | 0.19 | 18.49 | 0.8109
18960.png            | 5.3551 | 0.19 | 14.05 | 0.6013
18980.png            | 5.3347 | 0.19 | 22.53 | 0.9314
18997.png            | 5.7001 | 0.18 | 18.34 | 0.8374
18998.png            | 5.3651 | 0.19 | 22.26 | 0.6879
19004.png            | 5.3531 | 0.19 | 23.91 | 0.6633
19007.png            | 5.1953 | 0.19 | 13.91 | 0.4529
19019.png            | 5.2092 | 0.19 | 26.29 | 0.5927
19039.png            | 5.4458 | 0.18 | 25.26 | 0.7907
19045.png            | 5.3393 | 0.19 | 19.51 | 0.6550
19064.png            | 5.4631 | 0.18 | 18.61 | 0.5853
19067.png            | 5.3674 | 0.19 | 22.91 | 0.7650
19075.png            | 5.3893 | 0.19 | 18.70 | 0.7058
19088.png            | 5.3526 | 0.19 | 18.17 | 0.6914
19101.png            | 5.3498 | 0.19 | 14.03 | 0.6467
19106.png            | 5.4772 | 0.18 | 12.79 | 0.6586
19110.png            | 5.3927 | 0.19 | 17.23 | 0.8133
19132.png            | 5.3728 | 0.19 | 15.19 | 0.8360
19138.png            | 5.4906 | 0.18 | 24.37 | 0.7171
1916.png             | 5.7705 | 0.17 | 19.40 | 0.5783
19178.png            | 5.4533 | 0.18 | 24.90 | 0.6220
19191.png            | 5.4973 | 0.18 | 18.89 | 0.6673
19197.png            | 5.3947 | 0.19 | 13.87 | 0.8487
19213.png            | 5.3610 | 0.19 | 21.44 | 0.5258
1922.png             | 5.4222 | 0.18 | 13.55 | 0.8193
19245.png            | 5.3619 | 0.19 | 21.62 | 0.7923
19254.png            | 5.4833 | 0.18 | 18.90 | 0.4702
19267.png            | 5.4276 | 0.18 | 22.28 | 0.9154
19272.png            | 5.5401 | 0.18 | 21.96 | 0.4939
19278.png            | 5.5480 | 0.18 | 19.49 | 0.7527
19279.png            | 5.4909 | 0.18 | 20.28 | 0.5802
1928.png             | 5.3841 | 0.19 | 14.80 | 0.6085
19293.png            | 5.6133 | 0.18 | 20.85 | 0.7934
19296.png            | 5.2986 | 0.19 | 17.60 | 0.6992
19303.png            | 5.4002 | 0.19 | 23.07 | 0.9822
19307.png            | 5.4987 | 0.18 | 17.64 | 0.7478
19311.png            | 5.3675 | 0.19 | 16.74 | 0.9595
19321.png            | 5.6160 | 0.18 | 13.87 | 0.4843
19328.png            | 5.5188 | 0.18 | 24.52 | 0.7387
19329.png            | 5.4806 | 0.18 | 13.36 | 0.5223
19335.png            | 5.3198 | 0.19 | 24.88 | 0.8916
19348.png            | 5.3845 | 0.19 | 26.22 | 0.7012
19374.png            | 5.5449 | 0.18 | 24.29 | 0.7254
19383.png            | 5.4113 | 0.18 | 20.44 | 0.6258
19388.png            | 5.4553 | 0.18 | 19.23 | 0.8529
19399.png            | 5.4060 | 0.18 | 21.68 | 0.7894
19402.png            | 5.4190 | 0.18 | 18.19 | 0.7104
19405.png            | 5.4323 | 0.18 | 16.29 | 0.7420
19406.png            | 5.3402 | 0.19 | 23.15 | 0.7979
19408.png            | 5.3078 | 0.19 | 22.18 | 0.7348
19444.png            | 5.3953 | 0.19 | 17.07 | 0.9531
19447.png            | 5.3824 | 0.19 | 18.47 | 0.9658
19449.png            | 5.4471 | 0.18 | 21.44 | 0.9171
19453.png            | 5.2975 | 0.19 | 18.15 | 0.9577
1948.png             | 5.3893 | 0.19 | 17.75 | 0.7596
19482.png            | 5.4884 | 0.18 | 18.02 | 0.5947
19483.png            | 5.3801 | 0.19 | 17.11 | 0.9455
19501.png            | 5.5036 | 0.18 | 26.06 | 0.8620
19512.png            | 5.5683 | 0.18 | 24.98 | 0.8455
19514.png            | 5.5561 | 0.18 | 25.43 | 0.7536
19522.png            | 5.5380 | 0.18 | 24.02 | 0.7275
19529.png            | 5.4556 | 0.18 | 23.58 | 0.7453
19540.png            | 5.5082 | 0.18 | 22.56 | 0.7185
19546.png            | 5.3721 | 0.19 | 15.99 | 0.4222
19563.png            | 5.5146 | 0.18 | 18.83 | 0.6920
19569.png            | 5.5026 | 0.18 | 26.73 | 0.9399
19570.png            | 5.4020 | 0.19 | 30.54 | 0.9662
19601.png            | 5.4599 | 0.18 | 21.38 | 0.7152
19603.png            | 5.2774 | 0.19 | 19.65 | 0.6971
19604.png            | 5.5982 | 0.18 | 20.23 | 0.7210
19613.png            | 5.4707 | 0.18 | 21.05 | 0.7499
19615.png            | 5.4283 | 0.18 | 24.58 | 0.8187
19622.png            | 5.4898 | 0.18 | 28.08 | 0.7109
19624.png            | 5.4131 | 0.18 | 24.70 | 0.6496
19630.png            | 5.4350 | 0.18 | 23.79 | 0.8288
19631.png            | 5.4000 | 0.19 | 20.18 | 0.7783
19643.png            | 5.4518 | 0.18 | 19.00 | 0.6791
1965.png             | 5.4011 | 0.19 | 15.96 | 0.8831
19651.png            | 5.4367 | 0.18 | 21.80 | 0.7231
19663.png            | 5.5207 | 0.18 | 23.05 | 0.8211
19664.png            | 5.3469 | 0.19 | 23.13 | 0.7581
19668.png            | 5.2686 | 0.19 | 24.51 | 0.5942
19670.png            | 5.2510 | 0.19 | 17.88 | 0.9380
19671.png            | 5.4421 | 0.18 | 16.72 | 0.8740
19681.png            | 5.5672 | 0.18 | 21.71 | 0.8137
19683.png            | 5.3120 | 0.19 | 12.78 | 0.8134
19705.png            | 5.5395 | 0.18 | 17.48 | 0.7046
19724.png            | 5.3686 | 0.19 | 21.72 | 0.7866
19736.png            | 5.4172 | 0.18 | 21.63 | 0.6733
1974.png             | 5.4377 | 0.18 | 17.76 | 0.4054
19740.png            | 5.4406 | 0.18 | 19.53 | 0.8761
1976.png             | 5.4668 | 0.18 | 23.34 | 0.4879
19762.png            | 5.4571 | 0.18 | 21.44 | 0.6075
19765.png            | 5.2647 | 0.19 | 16.45 | 0.9534
19809.png            | 5.4466 | 0.18 | 24.22 | 0.5980
19818.png            | 5.5961 | 0.18 | 14.94 | 0.8644
19819.png            | 5.2782 | 0.19 | 15.76 | 0.9336
19826.png            | 5.3303 | 0.19 | 23.56 | 0.8585
19834.png            | 5.5184 | 0.18 | 21.70 | 0.8395
19843.png            | 5.5161 | 0.18 | 20.26 | 0.7065
19848.png            | 5.4317 | 0.18 | 14.60 | 0.4046
19867.png            | 5.5037 | 0.18 | 14.22 | 0.6136
19880.png            | 5.3177 | 0.19 | 20.51 | 0.7588
19903.png            | 5.4191 | 0.18 | 19.52 | 0.6850
1992.png             | 5.5230 | 0.18 | 17.17 | 0.7373
19936.png            | 5.4874 | 0.18 | 17.60 | 0.6529
19940.png            | 5.4252 | 0.18 | 18.83 | 0.7718
19946.png            | 5.5403 | 0.18 | 23.65 | 0.7265
1995.png             | 5.4522 | 0.18 | 20.37 | 0.8227
19952.png            | 5.4947 | 0.18 | 23.51 | 0.9781
19965.png            | 5.5038 | 0.18 | 24.15 | 0.9103
19966.png            | 5.4472 | 0.18 | 22.86 | 0.9689
19971.png            | 5.3493 | 0.19 | 20.33 | 0.9593
19972.png            | 5.4793 | 0.18 | 22.95 | 0.8533
19978.png            | 5.4100 | 0.18 | 20.66 | 0.9220
19995.png            | 5.4305 | 0.18 | 23.78 | 0.9560
20002.png            | 5.6006 | 0.18 | 20.98 | 0.9096
2001.png             | 5.4496 | 0.18 | 18.37 | 0.5801
20028.png            | 5.4344 | 0.18 | 27.23 | 0.9535
20040.png            | 5.3651 | 0.19 | 25.21 | 0.6618
20049.png            | 5.3899 | 0.19 | 14.35 | 0.6299
20064.png            | 5.3017 | 0.19 | 19.89 | 0.8354
20080.png            | 5.4623 | 0.18 | 18.60 | 0.7157
20081.png            | 5.5668 | 0.18 | 17.71 | 0.7158
20103.png            | 5.3240 | 0.19 | 22.15 | 0.8110
20104.png            | 5.3824 | 0.19 | 20.92 | 0.7580
20114.png            | 5.4364 | 0.18 | 26.85 | 0.8996
20117.png            | 5.4130 | 0.18 | 20.87 | 0.7910
20125.png            | 5.4033 | 0.19 | 25.22 | 0.8372
2013.png             | 5.4257 | 0.18 | 21.17 | 0.8447
2014.png             | 5.5636 | 0.18 | 19.58 | 0.6553
20140.png            | 5.5912 | 0.18 | 19.76 | 0.6126
2015.png             | 5.4108 | 0.18 | 19.58 | 0.6351
20166.png            | 5.4877 | 0.18 | 23.84 | 0.8180
20178.png            | 5.5848 | 0.18 | 23.10 | 0.7421
20185.png            | 5.5529 | 0.18 | 21.72 | 0.7607
20214.png            | 5.4125 | 0.18 | 22.18 | 0.7032
20222.png            | 5.5774 | 0.18 | 19.47 | 0.9678
20234.png            | 5.4073 | 0.18 | 16.53 | 0.4999
20236.png            | 5.4704 | 0.18 | 20.58 | 0.7117
20292.png            | 5.3961 | 0.19 | 22.88 | 0.9495
20307.png            | 5.4672 | 0.18 | 17.44 | 0.5391
20309.png            | 5.4184 | 0.18 | 15.09 | 0.5356
20311.png            | 5.4363 | 0.18 | 14.89 | 0.7355
20323.png            | 5.4693 | 0.18 | 24.82 | 0.7035
20328.png            | 5.3577 | 0.19 | 20.14 | 0.6625
2033.png             | 5.5686 | 0.18 | 22.72 | 0.7871
20337.png            | 5.3105 | 0.19 | 16.90 | 0.6448
20341.png            | 5.3919 | 0.19 | 19.07 | 0.7037
20346.png            | 5.3399 | 0.19 | 22.78 | 0.5972
20371.png            | 5.6417 | 0.18 | 19.45 | 0.8081
20378.png            | 5.4991 | 0.18 | 25.56 | 0.8026
20380.png            | 5.6000 | 0.18 | 22.40 | 0.8453
20388.png            | 5.4100 | 0.18 | 18.34 | 0.8224
20391.png            | 5.5140 | 0.18 | 26.20 | 0.8938
20392.png            | 5.5023 | 0.18 | 29.41 | 0.9097
20395.png            | 5.4163 | 0.18 | 22.97 | 0.7582
20400.png            | 5.4654 | 0.18 | 28.82 | 0.8878
20413.png            | 5.3595 | 0.19 | 19.66 | 0.8813
20417.png            | 5.4782 | 0.18 | 17.79 | 0.8947
2042.png             | 5.4560 | 0.18 | 12.04 | 0.8331
2046.png             | 5.5233 | 0.18 | 12.39 | 0.7038
20462.png            | 5.3518 | 0.19 | 18.77 | 0.9708
20466.png            | 5.4308 | 0.18 | 19.60 | 0.9070
20470.png            | 5.4322 | 0.18 | 21.57 | 0.8087
20494.png            | 5.1792 | 0.19 | 27.53 | 0.5794
20513.png            | 5.2371 | 0.19 | 17.57 | 0.6358
20530.png            | 5.5714 | 0.18 | 21.94 | 0.9798
20531.png            | 5.4348 | 0.18 | 20.14 | 0.9788
2055.png             | 5.3751 | 0.19 | 16.95 | 0.6851
20552.png            | 5.6124 | 0.18 | 22.94 | 0.6152
20553.png            | 5.3639 | 0.19 | 22.84 | 0.6777
20567.png            | 5.3426 | 0.19 | 23.21 | 0.8575
20583.png            | 5.4363 | 0.18 | 25.72 | 0.6537
20594.png            | 5.5311 | 0.18 | 19.95 | 0.7960
2060.png             | 5.3526 | 0.19 | 20.82 | 0.7136
20602.png            | 5.5240 | 0.18 | 23.38 | 0.6911
20605.png            | 5.4634 | 0.18 | 20.23 | 0.8918
20610.png            | 5.5205 | 0.18 | 15.84 | 0.7157
2064.png             | 5.3936 | 0.19 | 18.51 | 0.7487
20640.png            | 5.3540 | 0.19 | 20.14 | 0.7429
20660.png            | 5.4508 | 0.18 | 18.49 | 0.7486
20662.png            | 5.4547 | 0.18 | 18.58 | 0.8060
20663.png            | 5.3763 | 0.19 | 18.36 | 0.7896
20675.png            | 5.4940 | 0.18 | 27.27 | 0.8475
20679.png            | 5.3462 | 0.19 | 27.96 | 0.9137
20701.png            | 5.4058 | 0.18 | 19.48 | 0.5640
20705.png            | 5.4362 | 0.18 | 20.32 | 0.6902
20707.png            | 5.5270 | 0.18 | 25.41 | 0.8096
2071.png             | 5.5347 | 0.18 | 22.78 | 0.7802
20718.png            | 5.4189 | 0.18 | 24.34 | 0.7155
20732.png            | 5.3037 | 0.19 | 19.87 | 0.7042
20748.png            | 5.3523 | 0.19 | 18.98 | 0.6099
20752.png            | 5.4687 | 0.18 | 22.53 | 0.6972
2077.png             | 5.5079 | 0.18 | 13.53 | 0.5403
20779.png            | 5.5680 | 0.18 | 22.76 | 0.8769
20787.png            | 5.5362 | 0.18 | 19.41 | 0.6338
20796.png            | 5.4129 | 0.18 | 16.19 | 0.9609
20809.png            | 5.3732 | 0.19 | 21.34 | 0.9744
20811.png            | 5.3917 | 0.19 | 22.76 | 0.6497
20812.png            | 5.3819 | 0.19 | 20.33 | 0.7228
20816.png            | 5.4330 | 0.18 | 19.32 | 0.6086
20818.png            | 5.4523 | 0.18 | 22.79 | 0.7859
20828.png            | 5.4323 | 0.18 | 18.58 | 0.8078
20831.png            | 5.4976 | 0.18 | 21.79 | 0.7957
20833.png            | 5.4612 | 0.18 | 22.66 | 0.7888
20853.png            | 5.4637 | 0.18 | 23.98 | 0.8492
20858.png            | 5.4561 | 0.18 | 20.87 | 0.7515
20860.png            | 5.5694 | 0.18 | 23.99 | 0.7514
20865.png            | 5.5324 | 0.18 | 23.14 | 0.7940
20868.png            | 5.4750 | 0.18 | 16.86 | 0.9269
20878.png            | 5.4549 | 0.18 | 20.35 | 0.9626
20890.png            | 5.4253 | 0.18 | 18.77 | 0.6600
20935.png            | 5.4714 | 0.18 | 11.17 | 0.6625
20969.png            | 5.4723 | 0.18 | 27.00 | 0.6315
20987.png            | 5.4528 | 0.18 | 18.70 | 0.7236
20988.png            | 5.5051 | 0.18 | 18.44 | 0.6986
20989.png            | 5.2448 | 0.19 | 21.55 | 0.7136
20990.png            | 5.5283 | 0.18 | 23.80 | 0.7067
20991.png            | 5.3853 | 0.19 | 24.80 | 0.7240
20993.png            | 5.3467 | 0.19 | 25.92 | 0.7382
21000.png            | 5.4933 | 0.18 | 24.80 | 0.8879
21005.png            | 5.4321 | 0.18 | 13.86 | 0.6995
2102.png             | 5.3698 | 0.19 | 16.54 | 0.9498
21059.png            | 5.3557 | 0.19 | 15.50 | 0.5510
21071.png            | 5.3705 | 0.19 | 29.02 | 0.5977
21073.png            | 5.3070 | 0.19 | 18.07 | 0.6953
21088.png            | 5.4209 | 0.18 | 14.95 | 0.9345
21089.png            | 5.3592 | 0.19 | 14.33 | 0.9294
21092.png            | 5.5167 | 0.18 | 20.62 | 0.9775
21098.png            | 5.4753 | 0.18 | 14.42 | 0.9106
21105.png            | 5.4139 | 0.18 | 13.50 | 0.9082
21117.png            | 5.3660 | 0.19 | 26.15 | 0.9593
21123.png            | 5.4004 | 0.19 | 22.99 | 0.7445
21127.png            | 5.4541 | 0.18 | 29.62 | 0.7575
21140.png            | 5.3370 | 0.19 | 18.43 | 0.7043
21155.png            | 5.3172 | 0.19 | 27.67 | 0.9266
21159.png            | 5.3261 | 0.19 | 24.13 | 0.7641
21167.png            | 5.3426 | 0.19 | 16.16 | 0.6342
21169.png            | 5.3814 | 0.19 | 23.40 | 0.7543
2117.png             | 5.3733 | 0.19 | 25.11 | 0.8310
21190.png            | 5.5877 | 0.18 | 21.71 | 0.8402
2120.png             | 5.4891 | 0.18 | 22.78 | 0.6881
2121.png             | 5.3895 | 0.19 | 15.19 | 0.7582
2122.png             | 5.4809 | 0.18 | 19.67 | 0.7092
21243.png            | 5.4575 | 0.18 | 16.26 | 0.7392
21250.png            | 5.4965 | 0.18 | 18.08 | 0.8998
21252.png            | 5.6381 | 0.18 | 21.47 | 0.8997
21256.png            | 5.5072 | 0.18 | 20.58 | 0.7908
21261.png            | 5.4952 | 0.18 | 21.48 | 0.8237
21271.png            | 5.4274 | 0.18 | 21.78 | 0.8213
21273.png            | 5.4786 | 0.18 | 21.89 | 0.6117
21274.png            | 5.3770 | 0.19 | 22.41 | 0.6626
21294.png            | 5.4073 | 0.18 | 21.65 | 0.7430
21306.png            | 5.4320 | 0.18 | 20.37 | 0.7551
21314.png            | 5.4023 | 0.19 | 22.66 | 0.7285
21318.png            | 5.4308 | 0.18 | 16.85 | 0.9367
21331.png            | 5.4129 | 0.18 | 20.35 | 0.7616
2136.png             | 5.4377 | 0.18 | 18.33 | 0.8222
21366.png            | 5.2281 | 0.19 | 28.59 | 0.9826
21367.png            | 5.3998 | 0.19 | 17.18 | 0.6204
21370.png            | 5.4701 | 0.18 | 19.47 | 0.6300
21384.png            | 5.4906 | 0.18 | 22.35 | 0.6750
21392.png            | 5.4084 | 0.18 | 23.23 | 0.7323
21394.png            | 5.5067 | 0.18 | 20.73 | 0.6957
21401.png            | 5.4640 | 0.18 | 19.35 | 0.6691
21403.png            | 5.4069 | 0.18 | 20.16 | 0.7940
21406.png            | 5.5093 | 0.18 | 25.92 | 0.8721
21416.png            | 5.3934 | 0.19 | 21.85 | 0.5848
21458.png            | 5.3076 | 0.19 | 24.13 | 0.6095
21462.png            | 5.4143 | 0.18 | 15.61 | 0.8531
21465.png            | 5.4207 | 0.18 | 12.10 | 0.6033
21479.png            | 5.4951 | 0.18 | 17.20 | 0.7223
21483.png            | 5.4168 | 0.18 | 17.14 | 0.7889
2149.png             | 5.5293 | 0.18 | 17.19 | 0.6069
2150.png             | 5.3636 | 0.19 | 22.11 | 0.6539
21505.png            | 5.4913 | 0.18 | 21.71 | 0.6577
2151.png             | 5.5514 | 0.18 | 21.70 | 0.7201
21521.png            | 5.4638 | 0.18 | 22.70 | 0.6025
21533.png            | 5.5227 | 0.18 | 20.91 | 0.7109
21541.png            | 5.2934 | 0.19 | 18.37 | 0.6878
21547.png            | 5.5775 | 0.18 | 18.07 | 0.7015
21552.png            | 5.4183 | 0.18 | 22.67 | 0.7420
21555.png            | 5.4319 | 0.18 | 19.93 | 0.7847
21556.png            | 5.2886 | 0.19 | 17.40 | 0.6783
21558.png            | 5.5167 | 0.18 | 14.02 | 0.5931
21559.png            | 5.3775 | 0.19 | 25.54 | 0.8117
21560.png            | 5.4104 | 0.18 | 25.78 | 0.9252
21567.png            | 5.4413 | 0.18 | 25.37 | 0.8653
21568.png            | 5.4448 | 0.18 | 20.96 | 0.7974
21571.png            | 5.3529 | 0.19 | 24.89 | 0.7408
21573.png            | 5.3645 | 0.19 | 22.55 | 0.9646
2158.png             | 5.6343 | 0.18 | 16.47 | 0.8283
21587.png            | 5.4731 | 0.18 | 26.95 | 0.9833
21607.png            | 5.5271 | 0.18 | 21.20 | 0.6764
21615.png            | 5.2300 | 0.19 | 27.60 | 0.8903
21617.png            | 5.4585 | 0.18 | 27.53 | 0.8553
21625.png            | 5.4305 | 0.18 | 17.54 | 0.7664
21633.png            | 5.4169 | 0.18 | 18.18 | 0.8498
21636.png            | 5.3838 | 0.19 | 14.06 | 0.5895
21638.png            | 5.6285 | 0.18 | 17.03 | 0.7437
21658.png            | 5.5403 | 0.18 | 29.64 | 0.9666
21659.png            | 5.4460 | 0.18 | 21.28 | 0.6184
21662.png            | 5.2428 | 0.19 | 28.78 | 0.9805
21665.png            | 5.3915 | 0.19 | 23.66 | 0.9052
21668.png            | 5.4110 | 0.18 | 25.12 | 0.7988
21675.png            | 5.4249 | 0.18 | 21.79 | 0.8146
21679.png            | 5.4329 | 0.18 | 15.36 | 0.9040
21686.png            | 5.3423 | 0.19 | 12.34 | 0.9070
21691.png            | 5.4048 | 0.19 | 13.51 | 0.8125
21693.png            | 5.4329 | 0.18 | 15.05 | 0.8387
21698.png            | 5.3790 | 0.19 | 17.49 | 0.8091
21699.png            | 5.4368 | 0.18 | 20.53 | 0.9044
21709.png            | 5.2867 | 0.19 | 20.69 | 0.8050
21716.png            | 5.4227 | 0.18 | 19.95 | 0.7776
2172.png             | 5.3625 | 0.19 | 19.15 | 0.8397
21728.png            | 5.3959 | 0.19 | 23.22 | 0.8378
2173.png             | 5.3595 | 0.19 | 20.01 | 0.8646
21733.png            | 5.3673 | 0.19 | 24.73 | 0.7579
21737.png            | 5.4974 | 0.18 | 19.57 | 0.6618
21738.png            | 5.4526 | 0.18 | 17.00 | 0.7202
21740.png            | 5.3730 | 0.19 | 17.15 | 0.8181
21754.png            | 5.3503 | 0.19 | 18.54 | 0.7612
2176.png             | 5.4879 | 0.18 | 22.90 | 0.7470
21778.png            | 5.5358 | 0.18 | 16.44 | 0.8019
21787.png            | 5.4043 | 0.19 | 15.30 | 0.8456
21791.png            | 5.4882 | 0.18 | 18.58 | 0.7182
21801.png            | 5.3456 | 0.19 | 24.98 | 0.5653
21808.png            | 5.4808 | 0.18 | 15.48 | 0.5332
21838.png            | 5.3122 | 0.19 | 11.88 | 0.3661
21852.png            | 5.3504 | 0.19 | 27.92 | 0.9099
21857.png            | 5.3323 | 0.19 | 23.54 | 0.8651
21867.png            | 5.5468 | 0.18 | 23.44 | 0.9656
21900.png            | 5.4092 | 0.18 | 17.87 | 0.8649
21905.png            | 5.5730 | 0.18 | 19.24 | 0.6653
21911.png            | 5.3852 | 0.19 | 17.14 | 0.5656
21921.png            | 5.3753 | 0.19 | 19.35 | 0.4001
21931.png            | 5.4033 | 0.19 | 15.92 | 0.5744
21932.png            | 5.5141 | 0.18 | 24.08 | 0.7678
21951.png            | 5.2276 | 0.19 | 19.67 | 0.9442
21955.png            | 5.3536 | 0.19 | 26.53 | 0.9704
21961.png            | 5.4674 | 0.18 | 21.63 | 0.8516
21966.png            | 5.4672 | 0.18 | 20.97 | 0.6999
21968.png            | 5.4361 | 0.18 | 18.26 | 0.6802
21978.png            | 5.6002 | 0.18 | 19.03 | 0.5437
21986.png            | 5.3187 | 0.19 | 21.28 | 0.5891
21998.png            | 5.4805 | 0.18 | 15.60 | 0.7118
2200.png             | 5.4401 | 0.18 | 26.94 | 0.7771
