Infinite-ISP Performance & Accuracy Analysis Report
====================================================

Dataset: Mediatek RAW -> Fujifilm Ground Truth
Number of images: 2417
Total Processing Time: 1104.0592 seconds
Average Time Per Image: 0.4568 seconds
Overall FPS: 2.19 Frames/Second
Average PSNR: 20.8483 dB
Average SSIM: 0.765946

Individual Results:
Filename             | Time(s) | FPS | PSNR(dB) | SSIM
3993.png             | 0.4551 | 2.20 | 17.72 | 0.8743
3994.png             | 0.4528 | 2.21 | 16.52 | 0.9634
4007.png             | 0.4476 | 2.23 | 19.26 | 0.6336
4017.png             | 0.4532 | 2.21 | 17.99 | 0.7932
4031.png             | 0.4487 | 2.23 | 15.32 | 0.9166
404.png              | 0.4528 | 2.21 | 23.24 | 0.7576
4041.png             | 0.4500 | 2.22 | 17.33 | 0.6855
4054.png             | 0.4507 | 2.22 | 19.67 | 0.8415
4056.png             | 0.4459 | 2.24 | 21.55 | 0.6679
4059.png             | 0.4537 | 2.20 | 22.06 | 0.7555
4082.png             | 0.4460 | 2.24 | 22.28 | 0.9785
410.png              | 0.4561 | 2.19 | 21.19 | 0.7124
4107.png             | 0.4474 | 2.24 | 18.65 | 0.7824
4109.png             | 0.4514 | 2.22 | 18.57 | 0.8113
412.png              | 0.4520 | 2.21 | 22.36 | 0.7538
4127.png             | 0.4544 | 2.20 | 20.05 | 0.8465
4134.png             | 0.4521 | 2.21 | 22.25 | 0.8820
4145.png             | 0.4491 | 2.23 | 21.91 | 0.8993
415.png              | 0.4503 | 2.22 | 22.82 | 0.7333
4159.png             | 0.4478 | 2.23 | 20.87 | 0.7457
418.png              | 0.4433 | 2.26 | 25.10 | 0.7856
4196.png             | 0.4471 | 2.24 | 25.95 | 0.6668
4205.png             | 0.4502 | 2.22 | 19.41 | 0.6806
4225.png             | 0.4416 | 2.26 | 23.65 | 0.4484
4227.png             | 0.4464 | 2.24 | 18.17 | 0.6949
4271.png             | 0.4469 | 2.24 | 17.62 | 0.6678
4273.png             | 0.4447 | 2.25 | 23.59 | 0.7591
4281.png             | 0.4325 | 2.31 | 17.58 | 0.7151
4284.png             | 0.4496 | 2.22 | 25.01 | 0.8753
4296.png             | 0.4405 | 2.27 | 26.86 | 0.8764
4304.png             | 0.4357 | 2.30 | 21.08 | 0.6907
4307.png             | 0.4382 | 2.28 | 22.77 | 0.6134
431.png              | 0.4289 | 2.33 | 22.95 | 0.7221
4333.png             | 0.4327 | 2.31 | 23.70 | 0.9758
4346.png             | 0.4263 | 2.35 | 20.92 | 0.9699
4348.png             | 0.4396 | 2.27 | 21.51 | 0.8216
4349.png             | 0.4333 | 2.31 | 20.41 | 0.7807
4356.png             | 0.4466 | 2.24 | 20.44 | 0.7923
4359.png             | 0.4360 | 2.29 | 17.09 | 0.5262
4368.png             | 0.4374 | 2.29 | 20.63 | 0.6598
4371.png             | 0.4441 | 2.25 | 20.76 | 0.6986
4373.png             | 0.4407 | 2.27 | 17.73 | 0.6005
4382.png             | 0.4421 | 2.26 | 18.95 | 0.7367
4392.png             | 0.4289 | 2.33 | 23.00 | 0.8462
4393.png             | 0.4365 | 2.29 | 22.03 | 0.8070
4395.png             | 0.4359 | 2.29 | 23.66 | 0.8480
44.png               | 0.4354 | 2.30 | 21.38 | 0.7388
4401.png             | 0.4376 | 2.29 | 25.41 | 0.8629
4404.png             | 0.4298 | 2.33 | 24.87 | 0.9356
4416.png             | 0.4426 | 2.26 | 24.14 | 0.7773
4419.png             | 0.4435 | 2.25 | 20.99 | 0.7803
4433.png             | 0.4418 | 2.26 | 24.37 | 0.7780
4450.png             | 0.4426 | 2.26 | 22.24 | 0.9207
4454.png             | 0.4413 | 2.27 | 20.70 | 0.6858
4457.png             | 0.4442 | 2.25 | 20.35 | 0.6627
4466.png             | 0.4373 | 2.29 | 24.87 | 0.8558
4468.png             | 0.4286 | 2.33 | 25.05 | 0.8695
4482.png             | 0.4309 | 2.32 | 28.84 | 0.6849
4487.png             | 0.4379 | 2.28 | 23.57 | 0.7525
4490.png             | 0.4325 | 2.31 | 16.61 | 0.8323
4491.png             | 0.4429 | 2.26 | 20.24 | 0.8272
4508.png             | 0.4341 | 2.30 | 23.03 | 0.9002
4527.png             | 0.4355 | 2.30 | 19.94 | 0.6668
4532.png             | 0.4420 | 2.26 | 11.66 | 0.7543
4536.png             | 0.4441 | 2.25 | 19.74 | 0.9206
4537.png             | 0.4370 | 2.29 | 20.78 | 0.9800
4538.png             | 0.4467 | 2.24 | 16.28 | 0.5744
4542.png             | 0.4407 | 2.27 | 21.09 | 0.7809
4564.png             | 0.4302 | 2.32 | 15.70 | 0.6601
4572.png             | 0.4366 | 2.29 | 17.10 | 0.8011
4599.png             | 0.4464 | 2.24 | 21.20 | 0.6726
4629.png             | 0.4465 | 2.24 | 21.87 | 0.7519
4632.png             | 0.4378 | 2.28 | 23.49 | 0.6348
4637.png             | 0.4305 | 2.32 | 20.01 | 0.7014
4639.png             | 0.4329 | 2.31 | 27.66 | 0.7449
4674.png             | 0.4436 | 2.25 | 20.36 | 0.6903
4709.png             | 0.4388 | 2.28 | 23.35 | 0.8623
4723.png             | 0.4415 | 2.27 | 12.64 | 0.5941
4727.png             | 0.4417 | 2.26 | 26.29 | 0.8028
4741.png             | 0.4338 | 2.30 | 19.64 | 0.6525
4743.png             | 0.4458 | 2.24 | 19.49 | 0.6990
4759.png             | 0.4441 | 2.25 | 20.96 | 0.7439
4770.png             | 0.4454 | 2.25 | 23.76 | 0.8887
4776.png             | 0.4379 | 2.28 | 22.62 | 0.8267
4780.png             | 0.4373 | 2.29 | 21.30 | 0.6638
4809.png             | 0.4397 | 2.27 | 13.84 | 0.4022
4822.png             | 0.4363 | 2.29 | 16.76 | 0.6775
4846.png             | 0.4369 | 2.29 | 21.52 | 0.6874
4847.png             | 0.4460 | 2.24 | 21.18 | 0.6443
4850.png             | 0.4409 | 2.27 | 24.20 | 0.5962
4877.png             | 0.4427 | 2.26 | 29.17 | 0.7533
4878.png             | 0.4348 | 2.30 | 24.12 | 0.7342
4880.png             | 0.4417 | 2.26 | 24.52 | 0.7823
4882.png             | 0.4455 | 2.24 | 20.46 | 0.7636
4892.png             | 0.4427 | 2.26 | 23.90 | 0.8080
4893.png             | 0.4290 | 2.33 | 20.56 | 0.8028
4897.png             | 0.4411 | 2.27 | 18.65 | 0.7455
490.png              | 0.4453 | 2.25 | 19.37 | 0.6677
4902.png             | 0.4432 | 2.26 | 23.72 | 0.7120
4908.png             | 0.4368 | 2.29 | 24.11 | 0.7342
4925.png             | 0.4388 | 2.28 | 25.55 | 0.6900
4926.png             | 0.4340 | 2.30 | 24.26 | 0.7684
4946.png             | 0.4331 | 2.31 | 12.54 | 0.8393
4957.png             | 0.4361 | 2.29 | 12.73 | 0.6269
4959.png             | 0.4402 | 2.27 | 15.27 | 0.5769
4968.png             | 0.4413 | 2.27 | 21.73 | 0.8515
4973.png             | 0.4447 | 2.25 | 19.80 | 0.7271
4981.png             | 0.4333 | 2.31 | 19.73 | 0.6982
4991.png             | 0.4435 | 2.25 | 19.24 | 0.6890
5005.png             | 0.4393 | 2.28 | 18.85 | 0.8597
5006.png             | 0.4364 | 2.29 | 19.55 | 0.8827
5026.png             | 0.4395 | 2.28 | 15.68 | 0.8764
5036.png             | 0.4328 | 2.31 | 13.18 | 0.7219
5045.png             | 0.4399 | 2.27 | 15.06 | 0.8370
5048.png             | 0.4429 | 2.26 | 17.42 | 0.8156
5071.png             | 0.4480 | 2.23 | 21.95 | 0.7960
5075.png             | 0.4415 | 2.26 | 15.04 | 0.8567
5079.png             | 0.4405 | 2.27 | 14.48 | 0.8138
5082.png             | 0.4370 | 2.29 | 16.26 | 0.8843
51.png               | 0.4436 | 2.25 | 22.23 | 0.7402
5102.png             | 0.4438 | 2.25 | 15.93 | 0.7105
5114.png             | 0.4416 | 2.26 | 14.27 | 0.4650
5119.png             | 0.4415 | 2.26 | 22.45 | 0.7994
5140.png             | 0.4323 | 2.31 | 24.05 | 0.8745
5142.png             | 0.4360 | 2.29 | 24.73 | 0.9462
5144.png             | 0.4430 | 2.26 | 26.92 | 0.5338
5160.png             | 0.4416 | 2.26 | 14.91 | 0.6408
5165.png             | 0.4372 | 2.29 | 13.51 | 0.8948
5178.png             | 0.4421 | 2.26 | 20.35 | 0.8567
5191.png             | 0.4362 | 2.29 | 20.78 | 0.7208
5207.png             | 0.4422 | 2.26 | 24.07 | 0.5858
5211.png             | 0.4464 | 2.24 | 16.96 | 0.8557
5216.png             | 0.4483 | 2.23 | 18.82 | 0.8008
5229.png             | 0.4393 | 2.28 | 19.90 | 0.6042
524.png              | 0.4417 | 2.26 | 19.91 | 0.5664
5258.png             | 0.4392 | 2.28 | 21.11 | 0.5920
527.png              | 0.4363 | 2.29 | 24.01 | 0.7019
528.png              | 0.4321 | 2.31 | 21.81 | 0.6292
5291.png             | 0.4443 | 2.25 | 20.80 | 0.9087
5313.png             | 0.4268 | 2.34 | 26.68 | 0.6280
5327.png             | 0.4417 | 2.26 | 21.17 | 0.7266
5338.png             | 0.4396 | 2.28 | 26.71 | 0.5634
5346.png             | 0.4405 | 2.27 | 22.12 | 0.7021
5348.png             | 0.4314 | 2.32 | 14.47 | 0.6000
5364.png             | 0.4422 | 2.26 | 25.32 | 0.8411
5370.png             | 0.4455 | 2.24 | 19.46 | 0.7715
5383.png             | 0.4397 | 2.27 | 16.59 | 0.8178
5400.png             | 0.4364 | 2.29 | 22.00 | 0.7076
5402.png             | 0.4521 | 2.21 | 21.45 | 0.7231
5403.png             | 0.4393 | 2.28 | 21.66 | 0.6346
5410.png             | 0.4389 | 2.28 | 19.69 | 0.6905
5416.png             | 0.4450 | 2.25 | 19.30 | 0.6993
5421.png             | 0.4390 | 2.28 | 21.75 | 0.6471
5433.png             | 0.4400 | 2.27 | 18.58 | 0.5784
544.png              | 0.4397 | 2.27 | 27.27 | 0.7950
5441.png             | 0.4402 | 2.27 | 18.02 | 0.7399
5449.png             | 0.4440 | 2.25 | 19.89 | 0.6647
5462.png             | 0.4397 | 2.27 | 23.43 | 0.8623
5503.png             | 0.4397 | 2.27 | 22.79 | 0.6266
5506.png             | 0.4371 | 2.29 | 26.98 | 0.8711
551.png              | 0.4372 | 2.29 | 27.24 | 0.7507
5519.png             | 0.4387 | 2.28 | 21.31 | 0.7945
5542.png             | 0.4374 | 2.29 | 24.92 | 0.6247
5546.png             | 0.4292 | 2.33 | 21.14 | 0.5434
5548.png             | 0.4394 | 2.28 | 19.18 | 0.9447
5551.png             | 0.4397 | 2.27 | 11.12 | 0.4484
5589.png             | 0.4380 | 2.28 | 23.80 | 0.7056
5595.png             | 0.4396 | 2.27 | 14.95 | 0.9309
56.png               | 0.4400 | 2.27 | 16.49 | 0.5849
5604.png             | 0.4409 | 2.27 | 18.87 | 0.8118
5622.png             | 0.4424 | 2.26 | 19.14 | 0.6817
5626.png             | 0.4447 | 2.25 | 20.62 | 0.8425
5631.png             | 0.4400 | 2.27 | 21.98 | 0.7433
564.png              | 0.4384 | 2.28 | 25.65 | 0.9723
5645.png             | 0.4428 | 2.26 | 21.59 | 0.6245
565.png              | 0.4410 | 2.27 | 24.23 | 0.8342
5669.png             | 0.4358 | 2.29 | 16.84 | 0.9577
5677.png             | 0.4338 | 2.31 | 17.24 | 0.9568
5681.png             | 0.4349 | 2.30 | 17.60 | 0.9296
5695.png             | 0.4310 | 2.32 | 22.70 | 0.7502
57.png               | 0.4255 | 2.35 | 18.30 | 0.5804
5711.png             | 0.4377 | 2.28 | 18.58 | 0.7108
5725.png             | 0.4339 | 2.30 | 15.75 | 0.8802
574.png              | 0.4456 | 2.24 | 25.10 | 0.8462
5742.png             | 0.4396 | 2.28 | 22.37 | 0.9735
5751.png             | 0.4365 | 2.29 | 18.87 | 0.9664
5772.png             | 0.4340 | 2.30 | 17.73 | 0.7046
5783.png             | 0.4306 | 2.32 | 21.33 | 0.7298
5788.png             | 0.4339 | 2.30 | 23.24 | 0.6886
5790.png             | 0.4332 | 2.31 | 17.11 | 0.6870
5792.png             | 0.4357 | 2.29 | 14.21 | 0.8325
583.png              | 0.4282 | 2.34 | 22.27 | 0.7874
5833.png             | 0.4445 | 2.25 | 22.26 | 0.8060
5836.png             | 0.4347 | 2.30 | 16.71 | 0.7175
5846.png             | 0.4435 | 2.25 | 13.19 | 0.2760
5857.png             | 0.4311 | 2.32 | 12.33 | 0.3771
5872.png             | 0.4283 | 2.33 | 19.56 | 0.7541
5880.png             | 0.4436 | 2.25 | 21.46 | 0.9567
589.png              | 0.4319 | 2.32 | 21.99 | 0.7835
5901.png             | 0.4329 | 2.31 | 18.93 | 0.6882
5915.png             | 0.4323 | 2.31 | 22.52 | 0.6375
5917.png             | 0.4317 | 2.32 | 24.93 | 0.8012
592.png              | 0.4434 | 2.26 | 24.69 | 0.7965
5920.png             | 0.4418 | 2.26 | 21.76 | 0.6578
5925.png             | 0.4442 | 2.25 | 18.38 | 0.5968
5927.png             | 0.4405 | 2.27 | 19.71 | 0.7542
5946.png             | 0.4451 | 2.25 | 16.52 | 0.6287
5947.png             | 0.4319 | 2.32 | 16.88 | 0.7079
5949.png             | 0.4425 | 2.26 | 17.08 | 0.7605
5961.png             | 0.4275 | 2.34 | 25.69 | 0.5701
5973.png             | 0.4339 | 2.30 | 20.01 | 0.6282
5984.png             | 0.4430 | 2.26 | 12.86 | 0.6362
599.png              | 0.4386 | 2.28 | 24.01 | 0.8943
5991.png             | 0.4392 | 2.28 | 17.86 | 0.5792
5999.png             | 0.4407 | 2.27 | 30.19 | 0.8328
6005.png             | 0.4407 | 2.27 | 22.52 | 0.7827
6013.png             | 0.4454 | 2.25 | 25.00 | 0.8386
6021.png             | 0.4393 | 2.28 | 27.57 | 0.8840
6024.png             | 0.4462 | 2.24 | 18.21 | 0.6246
6041.png             | 0.4302 | 2.32 | 18.92 | 0.6931
6048.png             | 0.4332 | 2.31 | 19.49 | 0.6211
6071.png             | 0.4354 | 2.30 | 23.61 | 0.8271
6115.png             | 0.4382 | 2.28 | 22.24 | 0.8066
6119.png             | 0.4374 | 2.29 | 26.01 | 0.5183
6126.png             | 0.4346 | 2.30 | 23.44 | 0.8229
6127.png             | 0.4314 | 2.32 | 21.98 | 0.8289
6133.png             | 0.4352 | 2.30 | 24.05 | 0.8543
6141.png             | 0.4327 | 2.31 | 21.60 | 0.7673
6165.png             | 0.4328 | 2.31 | 24.26 | 0.8864
6173.png             | 0.4396 | 2.27 | 17.69 | 0.6780
6177.png             | 0.4384 | 2.28 | 22.17 | 0.7119
618.png              | 0.4321 | 2.31 | 17.21 | 0.7481
6187.png             | 0.4364 | 2.29 | 21.18 | 0.7127
6196.png             | 0.4393 | 2.28 | 25.81 | 0.7771
6203.png             | 0.4315 | 2.32 | 22.88 | 0.6761
6226.png             | 0.4374 | 2.29 | 18.87 | 0.9341
6245.png             | 0.4362 | 2.29 | 23.66 | 0.8274
6248.png             | 0.4305 | 2.32 | 20.90 | 0.9775
6249.png             | 0.4285 | 2.33 | 24.54 | 0.9702
6251.png             | 0.4358 | 2.29 | 22.24 | 0.9666
6262.png             | 0.4330 | 2.31 | 27.12 | 0.9825
6265.png             | 0.4379 | 2.28 | 22.25 | 0.5585
6280.png             | 0.4379 | 2.28 | 20.71 | 0.6945
6284.png             | 0.4356 | 2.30 | 13.83 | 0.5755
6287.png             | 0.4353 | 2.30 | 15.83 | 0.6913
629.png              | 0.4345 | 2.30 | 19.75 | 0.8962
6291.png             | 0.4309 | 2.32 | 19.19 | 0.9388
6297.png             | 0.4275 | 2.34 | 19.39 | 0.9248
6305.png             | 0.4343 | 2.30 | 20.36 | 0.6764
6311.png             | 0.4299 | 2.33 | 13.18 | 0.6129
6319.png             | 0.4430 | 2.26 | 21.96 | 0.5781
6323.png             | 0.4387 | 2.28 | 19.46 | 0.8307
6324.png             | 0.4454 | 2.25 | 20.17 | 0.8317
6327.png             | 0.4376 | 2.29 | 18.95 | 0.6998
6328.png             | 0.4353 | 2.30 | 19.88 | 0.7108
6330.png             | 0.4355 | 2.30 | 20.99 | 0.5930
6340.png             | 0.4435 | 2.26 | 18.71 | 0.7832
6349.png             | 0.4243 | 2.36 | 22.91 | 0.9155
6355.png             | 0.4412 | 2.27 | 14.17 | 0.5918
6371.png             | 0.4324 | 2.31 | 19.16 | 0.9522
6373.png             | 0.4338 | 2.31 | 13.94 | 0.8922
6393.png             | 0.4354 | 2.30 | 26.74 | 0.6673
6394.png             | 0.4439 | 2.25 | 23.64 | 0.6084
6402.png             | 0.4443 | 2.25 | 23.82 | 0.7920
6407.png             | 0.4308 | 2.32 | 21.56 | 0.5769
6419.png             | 0.4365 | 2.29 | 20.42 | 0.7339
6430.png             | 0.4231 | 2.36 | 18.52 | 0.6046
6434.png             | 0.4271 | 2.34 | 16.23 | 0.4549
6438.png             | 0.4410 | 2.27 | 18.12 | 0.6365
6439.png             | 0.4302 | 2.32 | 16.58 | 0.6462
6441.png             | 0.4304 | 2.32 | 25.48 | 0.8436
6442.png             | 0.4335 | 2.31 | 22.20 | 0.8480
6446.png             | 0.4348 | 2.30 | 20.50 | 0.8679
6454.png             | 0.4334 | 2.31 | 19.73 | 0.8461
6460.png             | 0.4419 | 2.26 | 19.84 | 0.6261
6465.png             | 0.4397 | 2.27 | 13.74 | 0.5773
6493.png             | 0.4427 | 2.26 | 20.59 | 0.6381
650.png              | 0.4309 | 2.32 | 18.91 | 0.6879
6507.png             | 0.4364 | 2.29 | 14.44 | 0.6079
651.png              | 0.4398 | 2.27 | 17.11 | 0.6705
6510.png             | 0.4452 | 2.25 | 21.88 | 0.7401
6516.png             | 0.4390 | 2.28 | 12.70 | 0.4737
6527.png             | 0.4312 | 2.32 | 24.73 | 0.7885
6539.png             | 0.4345 | 2.30 | 28.29 | 0.8944
6540.png             | 0.4373 | 2.29 | 29.72 | 0.8968
6549.png             | 0.4336 | 2.31 | 27.30 | 0.7388
6552.png             | 0.4285 | 2.33 | 27.15 | 0.7997
6569.png             | 0.4334 | 2.31 | 19.34 | 0.6135
6603.png             | 0.4295 | 2.33 | 28.61 | 0.6555
6613.png             | 0.4422 | 2.26 | 16.48 | 0.6556
6635.png             | 0.4385 | 2.28 | 17.50 | 0.8208
6636.png             | 0.4356 | 2.30 | 16.35 | 0.4614
6641.png             | 0.4393 | 2.28 | 17.80 | 0.7152
666.png              | 0.4339 | 2.30 | 25.95 | 0.8938
6680.png             | 0.4334 | 2.31 | 12.43 | 0.5319
6691.png             | 0.4353 | 2.30 | 23.26 | 0.8252
6706.png             | 0.4404 | 2.27 | 23.80 | 0.7160
6708.png             | 0.4394 | 2.28 | 20.37 | 0.7803
6720.png             | 0.4323 | 2.31 | 22.12 | 0.8339
6721.png             | 0.4257 | 2.35 | 20.27 | 0.8606
6730.png             | 0.4366 | 2.29 | 22.15 | 0.8037
6743.png             | 0.4401 | 2.27 | 18.60 | 0.6731
6747.png             | 0.4254 | 2.35 | 18.95 | 0.9115
6767.png             | 0.4392 | 2.28 | 21.34 | 0.5605
6773.png             | 0.4397 | 2.27 | 20.17 | 0.7281
6796.png             | 0.4316 | 2.32 | 21.70 | 0.8622
680.png              | 0.4393 | 2.28 | 24.11 | 0.7885
682.png              | 0.4417 | 2.26 | 23.80 | 0.7257
6820.png             | 0.4395 | 2.28 | 14.56 | 0.8961
6828.png             | 0.4441 | 2.25 | 18.72 | 0.7767
6832.png             | 0.4434 | 2.26 | 20.40 | 0.7954
6846.png             | 0.4341 | 2.30 | 21.81 | 0.8823
6850.png             | 0.4343 | 2.30 | 23.15 | 0.8565
6867.png             | 0.4385 | 2.28 | 19.06 | 0.6103
6873.png             | 0.4416 | 2.26 | 24.81 | 0.8711
6875.png             | 0.4362 | 2.29 | 23.69 | 0.9354
6880.png             | 0.4460 | 2.24 | 17.48 | 0.7895
6881.png             | 0.4317 | 2.32 | 27.25 | 0.8325
689.png              | 0.4400 | 2.27 | 23.05 | 0.8141
6908.png             | 0.4371 | 2.29 | 21.63 | 0.6963
6931.png             | 0.4387 | 2.28 | 21.77 | 0.7719
6955.png             | 0.4383 | 2.28 | 23.01 | 0.7486
6968.png             | 0.4378 | 2.28 | 16.53 | 0.6765
6978.png             | 0.4355 | 2.30 | 20.89 | 0.6401
7.png                | 0.4414 | 2.27 | 13.86 | 0.3996
70.png               | 0.4318 | 2.32 | 20.52 | 0.6793
7000.png             | 0.4337 | 2.31 | 20.45 | 0.6521
7017.png             | 0.4375 | 2.29 | 20.27 | 0.8430
7019.png             | 0.4274 | 2.34 | 22.55 | 0.8633
7039.png             | 0.4336 | 2.31 | 18.53 | 0.8011
7044.png             | 0.4319 | 2.32 | 19.81 | 0.6484
7045.png             | 0.4369 | 2.29 | 18.82 | 0.6596
7046.png             | 0.4289 | 2.33 | 17.58 | 0.6490
7051.png             | 0.4296 | 2.33 | 20.22 | 0.5902
7053.png             | 0.4351 | 2.30 | 25.18 | 0.6321
706.png              | 0.4370 | 2.29 | 15.57 | 0.6458
7083.png             | 0.4387 | 2.28 | 27.28 | 0.7684
709.png              | 0.4326 | 2.31 | 25.57 | 0.5925
7120.png             | 0.4415 | 2.27 | 21.27 | 0.7763
7127.png             | 0.4452 | 2.25 | 22.09 | 0.7985
7132.png             | 0.4395 | 2.28 | 20.36 | 0.7899
7133.png             | 0.4433 | 2.26 | 20.16 | 0.8137
7138.png             | 0.4358 | 2.29 | 21.39 | 0.9146
7155.png             | 0.4363 | 2.29 | 17.85 | 0.5723
7162.png             | 0.4287 | 2.33 | 22.46 | 0.9666
7163.png             | 0.4372 | 2.29 | 24.53 | 0.9152
7166.png             | 0.4329 | 2.31 | 23.78 | 0.9094
7179.png             | 0.4369 | 2.29 | 24.09 | 0.8610
7181.png             | 0.4418 | 2.26 | 30.73 | 0.7704
7185.png             | 0.4320 | 2.31 | 17.79 | 0.7510
7216.png             | 0.4333 | 2.31 | 18.43 | 0.6920
7226.png             | 0.4377 | 2.28 | 24.92 | 0.8974
7227.png             | 0.4408 | 2.27 | 22.12 | 0.7783
7234.png             | 0.4454 | 2.25 | 18.78 | 0.6346
7239.png             | 0.4386 | 2.28 | 28.15 | 0.6910
7242.png             | 0.4338 | 2.31 | 23.29 | 0.8401
7252.png             | 0.4372 | 2.29 | 15.31 | 0.7469
7262.png             | 0.4430 | 2.26 | 24.21 | 0.8568
7265.png             | 0.4391 | 2.28 | 33.21 | 0.9158
7289.png             | 0.4254 | 2.35 | 21.32 | 0.7009
729.png              | 0.4418 | 2.26 | 16.77 | 0.8310
7300.png             | 0.4386 | 2.28 | 14.99 | 0.5857
7323.png             | 0.4413 | 2.27 | 21.74 | 0.7278
7331.png             | 0.4395 | 2.28 | 24.89 | 0.8287
7344.png             | 0.4370 | 2.29 | 22.88 | 0.6077
7348.png             | 0.4404 | 2.27 | 18.20 | 0.6999
7350.png             | 0.4427 | 2.26 | 25.44 | 0.7558
7351.png             | 0.4413 | 2.27 | 13.62 | 0.6098
7358.png             | 0.4383 | 2.28 | 12.42 | 0.6220
7362.png             | 0.4383 | 2.28 | 18.11 | 0.8320
7369.png             | 0.4392 | 2.28 | 21.72 | 0.7914
7382.png             | 0.4468 | 2.24 | 15.44 | 0.7167
7384.png             | 0.4397 | 2.27 | 21.01 | 0.9048
74.png               | 0.4447 | 2.25 | 25.06 | 0.6445
7407.png             | 0.4431 | 2.26 | 21.64 | 0.7022
7421.png             | 0.4377 | 2.28 | 22.40 | 0.7336
7444.png             | 0.4416 | 2.26 | 25.43 | 0.9750
7448.png             | 0.4510 | 2.22 | 19.83 | 0.7759
7460.png             | 0.4429 | 2.26 | 16.88 | 0.9571
7465.png             | 0.4423 | 2.26 | 16.50 | 0.5920
7475.png             | 0.4498 | 2.22 | 26.24 | 0.8041
7481.png             | 0.4542 | 2.20 | 17.98 | 0.5769
7486.png             | 0.4434 | 2.26 | 29.26 | 0.9230
7490.png             | 0.4480 | 2.23 | 19.01 | 0.8185
75.png               | 0.4542 | 2.20 | 23.61 | 0.6510
7507.png             | 0.4515 | 2.21 | 18.99 | 0.8519
7508.png             | 0.4500 | 2.22 | 18.70 | 0.8837
7515.png             | 0.4423 | 2.26 | 21.45 | 0.8295
7535.png             | 0.4491 | 2.23 | 19.90 | 0.6458
7562.png             | 0.4327 | 2.31 | 25.39 | 0.9846
7569.png             | 0.4459 | 2.24 | 17.52 | 0.8216
7572.png             | 0.4457 | 2.24 | 15.43 | 0.7129
7578.png             | 0.4465 | 2.24 | 19.14 | 0.8400
7579.png             | 0.4446 | 2.25 | 18.50 | 0.9154
7586.png             | 0.4379 | 2.28 | 20.13 | 0.8369
7593.png             | 0.4503 | 2.22 | 19.57 | 0.7837
7601.png             | 0.4457 | 2.24 | 17.16 | 0.7799
7603.png             | 0.4505 | 2.22 | 19.61 | 0.8474
7627.png             | 0.4434 | 2.26 | 22.88 | 0.9526
7642.png             | 0.4425 | 2.26 | 27.19 | 0.9808
7647.png             | 0.4477 | 2.23 | 20.91 | 0.8748
7651.png             | 0.4584 | 2.18 | 25.00 | 0.8185
7657.png             | 0.4832 | 2.07 | 17.07 | 0.7419
767.png              | 0.4809 | 2.08 | 23.02 | 0.7133
7670.png             | 0.4918 | 2.03 | 20.37 | 0.7570
7675.png             | 0.4676 | 2.14 | 17.51 | 0.7973
7682.png             | 0.5066 | 1.97 | 17.33 | 0.7751
7705.png             | 0.4472 | 2.24 | 13.45 | 0.8187
7711.png             | 0.4758 | 2.10 | 20.56 | 0.3054
7716.png             | 0.4653 | 2.15 | 12.01 | 0.3893
7717.png             | 0.4418 | 2.26 | 16.28 | 0.5315
7724.png             | 0.4478 | 2.23 | 18.17 | 0.6567
7727.png             | 0.4395 | 2.28 | 17.00 | 0.6366
7732.png             | 0.4462 | 2.24 | 16.45 | 0.9599
7743.png             | 0.4469 | 2.24 | 21.15 | 0.6528
7745.png             | 0.4467 | 2.24 | 16.05 | 0.5563
775.png              | 0.4429 | 2.26 | 21.89 | 0.7691
7751.png             | 0.4565 | 2.19 | 15.45 | 0.5824
7779.png             | 0.4456 | 2.24 | 21.17 | 0.9282
7791.png             | 0.4460 | 2.24 | 24.00 | 0.7653
7796.png             | 0.4487 | 2.23 | 26.12 | 0.8641
7806.png             | 0.4455 | 2.24 | 10.86 | 0.3665
7826.png             | 0.4450 | 2.25 | 15.32 | 0.7871
7827.png             | 0.4458 | 2.24 | 24.62 | 0.8698
7834.png             | 0.4573 | 2.19 | 22.09 | 0.8568
7838.png             | 0.4508 | 2.22 | 20.27 | 0.7406
7841.png             | 0.4407 | 2.27 | 23.39 | 0.9774
7842.png             | 0.4383 | 2.28 | 20.88 | 0.9060
7843.png             | 0.4401 | 2.27 | 19.89 | 0.7337
7851.png             | 0.4507 | 2.22 | 21.02 | 0.7536
7869.png             | 0.4473 | 2.24 | 25.10 | 0.7103
7870.png             | 0.4426 | 2.26 | 21.44 | 0.5759
7883.png             | 0.4546 | 2.20 | 23.59 | 0.8947
7900.png             | 0.4462 | 2.24 | 26.16 | 0.9024
7903.png             | 0.4529 | 2.21 | 21.57 | 0.7764
7911.png             | 0.4685 | 2.13 | 15.60 | 0.7609
7916.png             | 0.5045 | 1.98 | 18.26 | 0.6706
7921.png             | 0.4814 | 2.08 | 16.60 | 0.5851
7933.png             | 0.4484 | 2.23 | 15.68 | 0.9623
7944.png             | 0.4909 | 2.04 | 16.15 | 0.8303
7946.png             | 0.4798 | 2.08 | 23.08 | 0.5679
7997.png             | 0.4558 | 2.19 | 18.42 | 0.9641
7998.png             | 0.4507 | 2.22 | 15.17 | 0.9636
8.png                | 0.4607 | 2.17 | 25.44 | 0.7590
800.png              | 0.4619 | 2.17 | 18.12 | 0.8198
8018.png             | 0.4712 | 2.12 | 27.84 | 0.8560
